JSON_file,title,author,title_verified,author_verified,isbn
pg_3505.json,A DICTIONARY OF ARCHAEOLOGY,"Bray, Warwick; Trump, David",A DICTIONARY OF ARCHAEOLOGY,Warwick; Trump,9783499161872
pg_2742.json,THE PORTABLE EADGAR ALLAN POE,,THE PORTABLE EADGAR ALLAN POE,,ISBN Not Found
pg_3960.json,GIFT FROM THE SEA,"Lindbergh, Anne",Gift from the sea,Anne Morrow Lindbergh,9780394724553
pg_3597.json,COMING OF AGE IN SAMOA,Anthropology,COMING OF AGE IN SAMOA,Anthropology,9780688309749
pg_3434.json,Christianity,"Tillich, Paul",A history of Christian thought,Paul Tillich,ISBN Not Found
pg_3889.json,,"Ashberry, John",,Ashberry,ISBN Not Found
pg_3526.json,Scribners,"Lancaster Brown, Peter",Scribners,Lancaster Brown,ISBN Not Found
pg_2763.json,,"Rand, Ayn",,Rand,ISBN Not Found
pg_3981.json,A Memoir of Edna St. Vincent Millay,Daedalus,A Memoir of Edna St. Vincent Millay,Daedalus,ISBN Not Found
pg_3818.json,GREAT AMERICAN POLITICAL THINKERS,Avon / Dicuss,GREAT AMERICAN POLITICAL THINKERS,Avon / Dicuss,9780380839155
pg_2692.json,ENCORES FOR A DILETTANTE,"Molinaro, Ursule",Encores for a dilettante,Ursule Molinaro,9780914590453
pg_3910.json,Little - Brown,"(Thomas Johnson, ed)",Little - Brown,(Thomas Johnson,9780321067685
pg_2784.json,,"Silko, Leslie Marmon",,Leslie Marmon,ISBN Not Found
pg_3839.json,NOWHERE AT HOME,"Goldman, Emma/ Berkmann, Alexander",NOWHERE AT HOME,Not Found,9780805205626
pg_3476.json,WORLD PREHISTORY,"Clark, Grahme",WORLD PREHISTORY,Grahme,9780205896707
pg_3931.json,IN THE CLEARNING,"Holt, Rinehart Winston",IN THE CLEARNING,Rinehart Winston,ISBN Not Found
pg_3405.json,Christianity,"Moltmann, Jurgen",Theology of hope on the ground and the implications of a Christian eschatology,Jürgen Moltmann,9780334017042
pg_3860.json,THE AMERICAN PRAGMATISTS,"Konvitz, Milton K.",THE AMERICAN PRAGMATISTS,Milton K.,1299132928
pg_3497.json,EARLY MAN & THE OCEAN,"Heyerdahl, Thor",Early man and the ocean,Thor Heyerdahl,9780394742182
pg_2732.json,,Daedalus,,Daedalus,ISBN Not Found
pg_3952.json,HERE COMES & OTHERPOEMS,"Jong, Erica",Here comes & other poems,Erica Jong,1846146011
pg_3589.json,CIVILIZATIONS OF BLACK AFRICA,"Maquet, Jacques",Civilizations of Black Africa,Jacques Maquet,0195014634
pg_3426.json,Christianity,"Teilhard de Chardin, Pierre",Christianity and Evolution,Pierre Teilhard de Chardin,169757954X
pg_3881.json,of Massachusetts,HENRY DAVID THOREA,of Massachusetts,HENRY DAVID THOREA,ISBN Not Found
pg_3518.json,Natural History Press,"Deetz, James",Natural History Press,Not Found,ISBN Not Found
pg_2755.json,Lippencott,"DeRachewiltz, Mary",Lippencott,DeRachewiltz,ISBN Not Found
pg_3973.json,Selcected Poems of,CLAUDE MCKAY,Selcected Poems of,CLAUDE MCKAY,ISBN Not Found
pg_3810.json,CRISES OF THE REPUBLIC,"Arendt, Hannah",Crises of the Republic,Hannah Arendt,9780151230952
pg_3447.json,THE HUMAN REVOLUTION From Ape to Artist,"Collins, Desmond",THE HUMAN REVOLUTION From Ape to Artist,Desmond,ISBN Not Found
pg_3903.json,THE CHARM,"Creelcy, Robe t",THE CHARM,Creelcy,9780751541779
pg_2776.json,I KNEW A PHOENIX: Sketches for an Autobiography,"Sarton, May",I KNEW A PHOENIX: Sketches for an Autobiography,Sarton,ISBN Not Found
pg_3831.json,Scholars Bkslf,Stephan Whicher,Scholars Bkslf,Stephan Whicher,ISBN Not Found
pg_3468.json,"ANCIENT SOCIETY, OR RESEARCHES IN THE
LINES OF HUMAN PROGRESS",Peter Smith,"OR RESEARCHES IN THE
LINES OF HUMAN PROGRESS",Peter Smith,0548156778
pg_2705.json,ILLUSTRATED DELTA OF VENUS,"Nin, Anais",The illustrated delta of Venus,Anaïs Nin,0491027737
pg_3923.json,,T.S. ELIOT,,T.S. ELIOT,ISBN Not Found
pg_3560.json,STRAUSS,"Leach, Edmund",Lévi-Strauss,Edmund Ronald Leach,0006322557
pg_3852.json,HUMAN IMMORTALITY,"James, Willaim:",HUMAN IMMORTALITY,Willaim:,9780841452619
pg_3489.json,PREHISTORY,"Roe, Derek",Prehistory,Derek Arthur Roe,9780205896707
pg_2726.json,,YONNONDIO,,YONNONDIO,ISBN Not Found
pg_3944.json,New Direction,,New Direction,,197550173X
pg_3581.json,CORAL GARDENS AND THEIR MAGIC,"Malinowski, Bronislaw",Coral gardens and their magic,Bronisław Malinowski,0486235971
pg_3418.json,CONCISE COPTIC ENGLISH LEXICON,Eerdman,CONCISE COPTIC ENGLISH LEXICON,Eerdman,9780788505614
pg_3873.json,,"CAPITALISM, SOCIALISM & DEMOCRACY",,SOCIALISM & DEMOCRACY,ISBN Not Found
pg_3510.json,ANALYTICAL ARCHAEOLOGY,Columbia,ANALYTICAL ARCHAEOLOGY,Columbia,052165209X
pg_2747.json,BOOK OF LIGHTS,"Potok, Chaim",The book of lights,Chaim Potok,9780434596041
pg_3965.json,,Daedalus,,Daedalus,ISBN Not Found
pg_3802.json,EXPERIMENTS IN CIVILIZATION,Daedalus,EXPERIMENTS IN CIVILIZATION,Daedalus,0710065485
pg_3439.json,Christianity,Michigan,Christian ethics,Michigan Historical Reprint Series,9780816422067
pg_3894.json,ROMMEL DRIVES ON DEEP INTO EGYPT,"Brautigan, Richard",Rommel drives on deep into Egypt,Richard Brautigan,0440974960
pg_3531.json,CAMBRIDGE ENCYCOPEDIA OF ARCHAEOLOGY,"Sherratt, Andrew",CAMBRIDGE ENCYCOPEDIA OF ARCHAEOLOGY,Sherratt,ISBN Not Found
pg_2768.json,THE YEARLING,"Rawlings, Majorie K.",The Yearling,Marjorie Kinnan Rawlings,081245295X
pg_3986.json,POEMS RETRIEVED,Grey Fox,POEMS RETRIEVED,Grey Fox,ISBN Not Found
pg_3823.json,EXPERIENCE & NATURE,"Dewey, John",Experience and nature,John Dewey,9780875480961
pg_2697.json,- Barā,Anais Nin Reader,- Barā,Anais Nin Reader,0900898534
pg_3914.json,CHRISTIANITY AND CULTURE,"Eliot, TS",CHRISTIANITY AND CULTURE,Eliot,0156177358
pg_3552.json,SE Asian Studies,anthropology,SE Asian Studies,anthropology,9780860542018
pg_2789.json,THE AUTOBIOGRAPHY OF,LINCOLN STEFFENS I,THE AUTOBIOGRAPHY OF,LINCOLN STEFFENS I,0062280821
pg_3844.json,Random House,"Hofstadter, Richard",Random House,Hofstadter,9780517336779
pg_3481.json,CIVILIZATION,Anthrop,CIVILIZATION,Anthrop,132404280X
pg_2718.json,DO WITH ME WHAT YOU WILL,"Oates, Joyce Carol",Do with me what you will,Joyce Carol Oates,0340199407
pg_3410.json,THE GNOSTIC GOSPELS,"Pagels, Elaine",The gnostic Gospels,Elaine Pagels        ,0753821141
pg_3865.json,,Harper & Row,,Harper & Row,ISBN Not Found
pg_3502.json,THE GREAT ARCHAEOLOGISTS from Illustrated,BobbsMerrill,THE GREAT ARCHAEOLOGISTS from Illustrated,BobbsMerrill,ISBN Not Found
pg_3957.json,Lippencott,"Levertov, Denise",Lippencott,Levertov,ISBN Not Found
pg_3594.json,BLACKBERRY WINTER,"Mead, Margaret",Blackberry winter,Margaret Mead,0317600656
pg_3431.json,Christianity,"Tillich, Paul",A history of Christian thought,Paul Tillich,ISBN Not Found
pg_3887.json,HOUSEBOAT DAYS,Baker & Taylor,HOUSEBOAT DAYS,Baker & Taylor,0374525900
pg_3523.json,THE FIRST GREAT CIVILIZATIONS,"Hawkes, Jacquette",THE FIRST GREAT CIVILIZATIONS,Jacquette,9780394461618
pg_3978.json,Christianit,"Merton, Thomas",Christianit,Thomas,9782908021219
pg_3815.json,ON REVOLUTION,"Arendt, Hahhah",ON REVOLUTION,Hahhah,9780300099782
pg_3452.json,Abridged and Introduced by,Hill and Wang,Abridged and Introduced by,Hill and Wang,ISBN Not Found
pg_3907.json,ONE TIMES ONE,"Cummings, E.E.",One Times One,E. E. Cummings,9781136516207
pg_3544.json,CULTURE PATTERNS AND PROCESSES,Spur,CULTURE PATTERNS AND PROCESSES,Spur,1351496530
pg_3836.json,Selected by the editors of Gambit,,Selected by the editors of Gambit,,ISBN Not Found
pg_3474.json,THE STONE AGE HUNTERS,McGraw Hill,THE STONE AGE HUNTERS,McGraw Hill,ISBN Not Found
pg_2710.json,LITTLE BIRDS,Nin Anais,Little birds,Anaïs Nin,9781795637077
pg_3928.json,New Directions,"Ferlinghetti, Lawrence","A Far Rockaway of the Heart
            
                New Directions Paperbook",Lawrence Ferlinghetti,0811213986
pg_3565.json,TOTEMISM,"Levi-Strauss, Claude",Totemism.,Claude LEVI-STRAUSS,9780393001433
pg_3402.json,HERE I STAND: A LIFE OF M,"Bainton, Roland",HERE I STAND: A LIFE OF M,Bainton,ISBN Not Found
pg_3857.json,AMERICAN TOURIST,of Oklahoma,AMERICAN TOURIST,of Oklahoma,ISBN Not Found
pg_3495.json,,"Heyerdahl, Thor",,Heyerdahl,ISBN Not Found
pg_2731.json,,"Patchen, Kenneth",,Patchen,ISBN Not Found
pg_3586.json,IDEOLOGY AND UTOPIA,Sociology,IDEOLOGY AND UTOPIA,Sociology,9780343172435
pg_3423.json,Christianity,F. C. Copleston,Philosophy and religion in Judaism and Christianity,Frederick Charles Copleston,9780904188004
pg_3877.json,WALDEN & OTHER WRITINGS,"Thoreau, David",Walden,Henry David Thoreau,3717514407
pg_3515.json,TOWARDS A HISTORY OF ARCHAEOLOGY,"Daniel, Glyn",TOWARDS A HISTORY OF ARCHAEOLOGY,Daniel,9780500050392
pg_2752.json,Lippencott,,Lippencott,,ISBN Not Found
pg_3807.json,HENRY ADAMS & THE ADAMS FAMILY,"Harbert, Earl N.",Henry Adams,Earl N. Harbert,9798534030471
pg_3444.json,AFRICAN,Bantam,AFRICAN,Bantam,1108060234
pg_3900.json,LETTERS OF HART CRANE & HIS FAMILY,"Lewis, Th. S., ed",LETTERS OF HART CRANE & HIS FAMILY,Not Found,0192125443
pg_3537.json,MYTH AND CULT AMONG PRIMITIVE PEOPLES,"Jensen, Adolf",Myth and cult among primitive peoples,Adolf Ellegard Jensen,9780226398235
pg_2773.json,THE HUMAN COMEDY,"Saroyan, William",The human comedy,William Saroyan,9780808554097
pg_3465.json,MAN: HIS FIRST TWO MILLION YEARS,"Montagu, Ashley","Man, his first two million years",Ashley Montagu,ISBN Not Found
pg_2702.json,THE DIARY OF ANAIS NIN VOL VI,"Nin, Anais",THE DIARY OF ANAIS NIN VOL VI,Anais,ISBN Not Found
pg_3920.json,THE WASTE LAND (Facsimile),"Eliot, TS",THE WASTE LAND (Facsimile),Eliot,ISBN Not Found
pg_3557.json,A.S.A. Monographs 5,Anthropology,A.S.A. Monographs 5,Anthropology,ISBN Not Found
pg_2794.json,,"Stein, Gertrude",,Gertrude,ISBN Not Found
pg_3849.json,TOOLS FOR CONVIVIALITY,"Illich, Ivan",Tools for Conviviality,Ivan Illich,3498032011
pg_3941.json,THE WOMEN AND THE MEN,"Giovanni, Nikki",The Women and the Men,Nikki Giovanni,0665485824
pg_3578.json,,McGraw Hill,,McGraw Hill,ISBN Not Found
pg_3415.json,WITCHCRAFT IN THE MIDDLE AGES,"Russell, Jeffrey Burton",Witchcraft in the Middle Ages,Jeffrey Burton Russell,9780801406973
pg_3870.json,Agnecy Ilan,"Rorty, Richard",Agnecy Ilan,Richard,ISBN Not Found
pg_3507.json,ASTRONOMY OF THE ANCIENTS,"Brecher, K, & M. Feirtag ed.",ASTRONOMY OF THE ANCIENTS,& M. Feirtag ed.,9781578984626
pg_2744.json,Discus,"Hoffman, Daniel",Discus,Hoffman,0876667612
pg_3962.json,,EVANGELINE & SEL. TALES &,,EVANGELINE & SEL. TALES &,ISBN Not Found
pg_3599.json,,anthrop,,anthrop,ISBN Not Found
pg_3436.json,Christianity,"Tillich, Paul",A history of Christian thought,Paul Tillich,ISBN Not Found
pg_3891.json,THE DREAM SONGS,"Berryman, John",The dream songs,John Berryman,034387685X
pg_3528.json,Submerged Sites,McGraw,Submerged Sites,McGraw,ISBN Not Found
pg_2765.json,Signet NAL,"Rand, Ayn",Signet NAL,Rand,ISBN Not Found
pg_3984.json,EARLY WRITING,"O'Hara, Frank",Early writing,Frank O'Hara,9780517178744
pg_3820.json,PROBLEMS OF KNOWLEDGE & FREEDOM,"Chomsky, N.",Problems of knowledge and freedom,Noam Chomsky,9780394718156
pg_3912.json,SELECTED POEMS,Lippencott,SELECTED POEMS,Lippencott,9788496373532
pg_3549.json,THEY SHALL TAKE MP SERPENTS,"La Barre, Weston",THEY SHALL TAKE MP SERPENTS,La Barre,ISBN Not Found
pg_2786.json,AMERICAN REBEL,"Harris, Leon","Upton Sinclair, American rebel",Leon A. Harris,9780690006711
pg_3841.json,THE FEDERALIST PAPERS,"Hamilton, Alexander, J. Madison, J. Jay",THE FEDERALIST PAPERS,Not Found,1719837333
pg_3477.json,THE FOOD CRISIS IN PREHISTORY,"Cohen, Mark N",THE FOOD CRISIS IN PREHISTORY,Mark N,9780300020168
pg_2715.json,A STORY OF SAN FRANCISCO,fawcett,A STORY OF SAN FRANCISCO,fawcett,9798560442705
pg_3570.json,Random House,"Lewis, Oscar",Random House,Not Found,9780517336779
pg_3407.json,Christianity,FAITH AND HISTORY,Christianity,FAITH AND HISTORY,0006280870
pg_3862.json,MIND: AN ESSAY ON HUMAN FEELING II,Amer Phil,MIND: AN ESSAY ON HUMAN FEELING II,Amer Phil,ISBN Not Found
pg_3499.json,THE TIGRIS EXPEDITION,"Heyerdahl, Thor",The Tigris expedition,Thor Heyerdahl,9780045720231
pg_2736.json,,SUSAN LENOX,,SUSAN LENOX,ISBN Not Found
pg_3953.json,HEAVEN AND OTHER POEMS,Grey Fox,HEAVEN AND OTHER POEMS,Grey Fox,9780548014233
pg_3591.json,,"Mauss, Marcel",,Marcel,ISBN Not Found
pg_3428.json,"Christianity
ty","Tillich, Paul","Christianity
ty",Tillich,0672319845
pg_3883.json,Theory of the leisure class.,"Veblen, Thorstein",The theory of the leisure class,Thorstein Veblen,1434636216
pg_3520.json,AN INTRODUCTION TO ENVIRONMENTAL ARCHAEOLOGY,Surce: Collins,AN INTRODUCTION TO ENVIRONMENTAL ARCHAEOLOGY,Surce: Collins,9780801491702
pg_2757.json,NOTES TO MYSELF,"Prather, Hugh",Notes to Myself,Hugh Prather,0307569861
pg_3812.json,IMPERIALISM,"Arendt, Hannah",Imperialism,Hannah Arendt,0671782703
pg_3449.json,Physical Anthro,"Darwin, CHARLES",Physical Anthro,CHARLES,ISBN Not Found
pg_3904.json,SELECTED POEMS,"Creeley, Robert","Selected Poems, 1945-2005",Robert Creeley,9780520251953
pg_3541.json,TECHNOLOGY AND CULTURE,"Kranzberg, Melvin, ed",TECHNOLOGY AND CULTURE,Kranzberg,9780415201162
pg_2778.json,JOURNAL OF SOLITUDE,"Sarton, May",Journal of a Solitude,May Sarton,9780393074741
pg_3834.json,THE AGE OF UNCERTAINTY,Houghton Mifflin,THE AGE OF UNCERTAINTY,Houghton Mifflin,9780816165056
pg_3470.json,GENESIS REVISITED,phy anthro,GENESIS REVISITED,phy anthro,9780380761593
pg_2707.json,IN FAVOR OF THE SENSTIVE MAN & OTHER ESSAYS,"Nin, Anais",IN FAVOR OF THE SENSTIVE MAN & OTHER ESSAYS,Anais,ISBN Not Found
pg_3925.json,,"Everson, William",,William,ISBN Not Found
pg_2799.json,SELECTED WRITINGS OF GERTRUDE STEIN,"Stein, Gertrude",Selected writings of Gertrude Stein,Gertrude Stein,9780394717104
pg_3855.json,Mentor NA,"Jefferson, Thomas",Mentor NA,Jefferson,9786191504220
pg_3491.json,v. of Oklahoma,"Wedel, Waldo R.",v. of Oklahoma,Waldo R.,9781015335059
pg_2728.json,THE JOURNAL OF ALBION MOONLIGHT,"Patchen, Kenneth",The journal of Albion Moonlight,Kenneth Patchen,9780811201445
pg_3946.json,Lippencott,H.D. (Hilda Doolittle),Lippencott,H.D. (Hilda Doolittle),ISBN Not Found
pg_3583.json,THE FATHER IN PRIMITIVE PSYCHOLOGY,Anthropology,THE FATHER IN PRIMITIVE PSYCHOLOGY,Anthropology,ISBN Not Found
pg_3420.json,Christianity,INTRODUCTION TO ST. THOMAS AQUINAS,Christianity,INTRODUCTION TO ST. THOMAS AQUINAS,0006280870
pg_3875.json,HER LIFE AND DIARY,Schocken,HER LIFE AND DIARY,Schocken,0805234438
pg_3513.json,BACKGROUND TO ARCHAEOLOGY,"Collins, D. et al",BACKGROUND TO ARCHAEOLOGY,D. et al,0521201551
pg_2749.json,Fawcett,"Potok, Ch.",Fawcett,Potok,9781842124680
pg_3967.json,SELECTED POEMS,y FSG,SELECTED POEMS,y FSG,9788496373532
pg_3804.json,THE SILENT LANGUAGE,"Hall, Edward T.",The silent language,Edward Twitchell Hall,9780313222771
pg_3896.json,FOR INSTANCE,"Ciardi, John",For instance,John Ciardi,0006910599
pg_3533.json,American Heritage,"Thorndike, J. ed","American Heritage Magazine October 1964, Vol. XV, No. 6",ed. Joseph J. Thorndike,ISBN Not Found
pg_2770.json,THEY DON'T DANCE MUCH,"Ross, James",They don't dance much,"Ross, James",0809307146
pg_3988.json,STANDING STILL AND WALKING IN NEW YORK paper,"O'Hara, Frank",STANDING STILL AND WALKING IN NEW YORK paper,O'Hara,ISBN Not Found
pg_3825.json,Krammerbooks,"Dubos, Rine",Krammerbooks,Dubos,ISBN Not Found
pg_3462.json,,Anthropol,,Anthropol,ISBN Not Found
pg_2699.json,THE DIARY OF ANAIS NIN VOLUME THREE,"Nin, Anais","The early diary of Anaïs Nin. Volume Three, 1923-1927",Anaïs Nin,0151271844
pg_3917.json,OLD POSSUM'S POOK OF PRACTICAL CATS,"Eliot, T.S.",OLD POSSUM'S POOK OF PRACTICAL CATS,Eliot,ISBN Not Found
pg_3554.json,HOUSEHOLD & FAMILY IN PAST TIME,"Laslett, Peter, ed",HOUSEHOLD & FAMILY IN PAST TIME,Not Found,9780907486183
pg_2791.json,LINCOLN STEFFENS A BIOGRAPHY,Kaplan,Lincoln Steffens A Biography,Justin Kaplan,ISBN Not Found
pg_3846.json,Random House,"Hofstader, Richard",Random House,Hofstader,9780517336779
pg_3483.json,Univ. of Oklahoma,"Hibben, Frank C.",Univ. of Oklahoma,Frank C.,9780805306989
pg_2720.json,MYSTERY AND MANNERS,Farrar-Straus & Giroux,MYSTERY AND MANNERS,Farrar-Straus & Giroux,9780374508043
pg_3938.json,COTTON CANDY ON A RAINY DAY,"Giovanni, Nikki",Cotton candy on a rainy day,Nikki Giovanni,0688033652
pg_3412.json,of Chicago.,"Pelikan, Jaroslav",of Chicago.,Jaroslav,ISBN Not Found
pg_3867.json,le Stuart,"Paine, Thomas",le Stuart,Thomas,ISBN Not Found
pg_3504.json,IN PURSUIT OF THE PAST Decoding the Archaeological,"Binford, Lewis",IN PURSUIT OF THE PAST Decoding the Archaeological,Binford,ISBN Not Found
pg_2741.json,Edited by Vincent Price,,Edited by Vincent Price,,ISBN Not Found
pg_3959.json,New Directions.,Lippencott,New Directions.,Lippencott,197550173X
pg_3596.json,CHILDHOOD IN CONTEMPORARY CULTURES,"Mead, Margaret and M. Wolfenstein (ed.)",CHILDHOOD IN CONTEMPORARY CULTURES,Margaret and M. Wolfenstein (ed.),ISBN Not Found
pg_3432.json,Christianit,"Tillich, Paul",Christianit,Tillich,9782908021219
pg_3888.json,SELF PORTRAIT IN A CONVEX MIRROR,Penguin,SELF PORTRAIT IN A CONVEX MIRROR,Penguin,0140586687
pg_3525.json,for Archaeology,Columbia,for Archaeology,Columbia,ISBN Not Found
pg_2762.json,,"Pynchon, Th.",,Pynchon,ISBN Not Found
pg_3980.json,MILLAY IN GREENYCH VILLAGE,Soure; Krammerbooks,MILLAY IN GREENYCH VILLAGE,Soure; Krammerbooks,ISBN Not Found
pg_3817.json,,RAHEL VARNHAGEN,,RAHEL VARNHAGEN,ISBN Not Found
pg_3454.json,,"WHAT DARWIN SAW
e.",,"WHAT DARWIN SAW
e.",ISBN Not Found
pg_2691.json,Publisher Avon,Gone With the Wind,Publisher Avon,Gone With the Wind,ISBN Not Found
pg_3909.json,,"Cummings, E.E.",,Cummings,ISBN Not Found
pg_3546.json,THE GHOST DANCE,"LaBarre, Weston",THE GHOST DANCE,LaBarre,9781428644588
pg_2783.json,antine,"Shaara, Michael",antine,Michael,ISBN Not Found
pg_3838.json,LIVING MY LIFE,"Goldman, Emma",Living My Life,Emma Goldman,1716446201
pg_3473.json,WHAT HAPPENED IN HISTORY,"Childe, V. Gordon",What happened in history,V. Gordon Childe,9780140201086
pg_2712.json,A SPY ON THE HOUSE OF LOVE,"Nin, Anais",A SPY ON THE HOUSE OF LOVE,Anais,ISBN Not Found
pg_3567.json,ECSTATIC RELIGION,Penguin,ECSTATIC RELIGION,Penguin,1134406606
pg_3404.json,Archpriest of Talavera,Martinez,Archpriest of Talavera,Martinez,0866984801
pg_3859.json,INTRO. TO SYMBOLIC LOGIC,"Langer, Susanne",INTRO. TO SYMBOLIC LOGIC,Susanne,1337046485
pg_3494.json,of Chicago,"Buck, Peter",of Chicago,Peter,ISBN Not Found
pg_2734.json,MAX PERKINS: EDITOR OF GENIUS,"Berg, A. Scott","Max Perkins, editor of genius",A. Scott Berg,0525154272
pg_3951.json,SELECTED POEMS,"Jeffers, Robinson",Selected poems,Robinson Jeffers,9788496373532
pg_3588.json,AFRICANITY,Anthropol,AFRICANITY,Anthropol,1108060234
pg_3425.json,Christianity,"Teilhard de Chardin, Piweew",Christianity,Teilhard de Chardin,0006280870
pg_3880.json,A THOREAU GAZETTEER,"Stowell, Robt.",A THOREAU GAZETTEER,Stowell,0691061564
pg_3517.json,New Mexico,"Davis, Keith",New Mexico,Not Found,ISBN Not Found
pg_2754.json,THE SPIRIT OF ROMANCE,,THE SPIRIT OF ROMANCE,,0811201635
pg_3972.json,MAKING IT SIMPLE,Kramer,MAKING IT SIMPLE,Kramer,9780912946207
pg_3809.json,BETWEEN PAST AND FUTURE,Penguin,BETWEEN PAST AND FUTURE,Penguin,0140046623
pg_3446.json,of Chicago,"Clark, W.E. LeGros",of Chicago,W.E. LeGros,ISBN Not Found
pg_3901.json,Scholars Bkslf,Sherman Paul,Scholars Bkslf,Sherman Paul,ISBN Not Found
pg_3467.json,,Penguin,,Penguin,ISBN Not Found
pg_3922.json,Scholar Bkslf,Gertrude Patterson,Scholar Bkslf,Gertrude Patterson,ISBN Not Found
pg_3559.json,. of Chicago,Anthropol.,. of Chicago,Anthropol.,ISBN Not Found
pg_2797.json,Black Sparrow,"Stein, Gertrude",Black Sparrow,Gertrude,9798633855067
pg_3851.json,,PRAGMATISM,,PRAGMATISM,ISBN Not Found
pg_3488.json,PREHISTORIC HERITAGE,"rs
W.H. Smith Sunflower",PREHISTORIC HERITAGE,"rs
W.H. Smith Sunflower",1902937384
pg_3943.json,Lippencott,HELEN IN EGYPT,Lippencott,HELEN IN EGYPT,ISBN Not Found
pg_3872.json,CAN CAPITALISM SURVIVE?,"Schumpeter, Joseph",Can Capitalism survive?,Joseph Alois Schumpeter,9780913966464
pg_3509.json,,"Ceram, CW",,Ceram,ISBN Not Found
pg_2746.json,SHIP OF FOOLS,"Porter, K.A.",SHIP OF FOOLS,Porter,9780316713900
pg_3964.json,,"Lowell, Robert",,Robert,ISBN Not Found
pg_3801.json,BEYOND CULTURE,"Hall, Edward",Beyond culture,Edward Twitchell Hall,0385087470
pg_3438.json,CHRISTIANITY,Pelican,CHRISTIANITY,Pelican,0006280870
pg_3893.json,Random House,"Bradbury, Ray",Random House,Bradbury,9780517336779
pg_3530.json,of Animals & Foodstuffs,"Sauer, Carl",Agricultural Origins and Dispersals - The Domestication of Animals and Foodstuffs,Carl O. Sauer,9780262190664
pg_2767.json,WE THE LIVING,"Rand, Ayn",We the living,Ayn Rand,9781421904177
pg_3985.json,Random House,Hara Frank,Random House,Hara Frank,9780517336779
pg_3821.json,Free Press,Macmillan,Free Press,Macmillan,9781435371545
pg_3459.json,Readings from SCIENTIFIC AMERICAN,Anthro,Readings from SCIENTIFIC AMERICAN,Anthro,9780716708858
pg_2696.json,,"Marrison, Toni",,Marrison,ISBN Not Found
pg_3915.json,FOUR QUARTETS,"Eliot, TS",FOUR QUARTETS,Eliot,9780902591226
pg_2788.json,,"I, ETCETERA",,ETCETERA,ISBN Not Found
pg_3843.json,Random House,"Harrison, PC, ed",Random House,Harrison,9780517336779
pg_3935.json,Random House,"Ginsberg, Alan",Random House,Ginsberg,9780517336779
pg_3572.json,PRIMITIVE RELIGION,Anthropology,PRIMITIVE RELIGION,Anthropology,9780415144476
pg_3409.json,Christianity,Peter Smith,Christianity,Marianne Fleming,0006280870
pg_3864.json,PHILOSOPHY IN A NEW KEY,Amer Phi,PHILOSOPHY IN A NEW KEY,Amer Phi,0511464983
pg_3501.json,MYSTERIES OF THE BAST,Simon & Schuster,MYSTERIES OF THE BAST,Simon & Schuster,ISBN Not Found
pg_2738.json,THE BELL JAR,Bantam,THE BELL JAR,Bantam,9789755100166
pg_3592.json,PRIMITIVE MARRIAGE,Daedalus,PRIMITIVE MARRIAGE,Daedalus,9780226560809
pg_3430.json,Chusterity,"Tillich, Paul",Chusterity,Tillich,ISBN Not Found
pg_3885.json,COLLECTED POEMS OF JAMES AGEE,"Agee, James",The collected poems of James Agee,James Agee,071450906X
pg_3522.json,ATLAS OF EARLY MAN,St. Martins,ATLAS OF EARLY MAN,St. Martins,ISBN Not Found
pg_2759.json,,Gravity's Rainbow,,Gravity's Rainbow,ISBN Not Found
pg_3814.json,MEN IN DARK TIMES,"Arendt, Hannah",Men in dark times,Hannah Arendt,0156588900
pg_3451.json,Mentor NAL,,Mentor NAL,,ISBN Not Found
pg_3906.json,,"Cummings, E.E.",,Cummings,ISBN Not Found
pg_2780.json,STEVENS HEARS THE MERMAIDS SINGING,MRS.,STEVENS HEARS THE MERMAIDS SINGING,MRS.,039308695X
pg_3835.json,Mentor NAL,Galbraith,Mentor NAL,Galbraith,ISBN Not Found
pg_3472.json,MAN MAKES HIMSELF,"Childe, V. Gordon",Man makes himself,V. Gordon Childe,9780452006249
pg_3927.json,New Directions Press,"Ferlinghetti, Laurence",New Directions Press,Ferlinghetti,9780262633048
pg_3564.json,THE SAVAGE MIND,"Levi-Strauss, Claude",The savage mind,Claude Lévi-Strauss,ISBN Not Found
pg_3401.json,WIS: Images of His World,Eerdmans,WIS: Images of His World,Eerdmans,ISBN Not Found
pg_3856.json,THE PORTABLE THOMAS JEFFERSON,"Jefferson, Thomas",The portable Thomas Jefferson,Thomas Jefferson,110112766X
pg_3493.json,Archaeology,"Bellwood, Peter",Archaeological research in the Cook Islands,Peter S. Bellwood,ISBN Not Found
pg_2730.json,MEMOIRS OF A SHY PORNOGRAPHER,"Patchen, Kenneth",Memoirs of a Shy Pornographer,Kenneth Patchen,ISBN Not Found
pg_3948.json,SELECTED POEMS,"Hugo, Richard",Selected poems,"Hugo, Richard",9788496373532
pg_3585.json,,sociology,,sociology,ISBN Not Found
pg_3422.json,Christianity,Regnery/Gateway,Christianity,Regnery/Gateway,0006280870
pg_3878.json,Walden and Civil diobedience.,"Thoreau, Henry David",Walden and Civil diobedience.,Henry David,ISBN Not Found
pg_3514.json,SHORT HISTORY OF ARCHAEOLOGY,Thames & Hudson,SHORT HISTORY OF ARCHAEOLOGY,Thames & Hudson,ISBN Not Found
pg_2751.json,Lippencott,"Pound, Ezra",Lippencott,Pound,ISBN Not Found
pg_3969.json,New Directions,"McClure, Michael",Gorf (New Directions Book),Michael McClure,9780811206129
