JSON_file,title,author,title_verified,author_verified,isbn
pg_2379.json,field Park,"Austen, Jane",field Park,Austen,ISBN Not Found
pg_2373.json,SELECTED ESSAYS,Bobbs Merrill,SELECTED ESSAYS,Bobbs Merrill,0571047920
pg_2377.json,,Lady Susan/Watsons/Sanditon.,,Lady Susan/Watsons/Sanditon.,ISBN Not Found
pg_2372.json,- Avon,Watership Down,- Avon,Watership Down,0836952634
pg_2381.json,,Northanger abbey.,,Northanger abbey.,ISBN Not Found
pg_2376.json,,"Austen, Jane",,Austen,ISBN Not Found
pg_2375.json,,LUCKY JIM,,LUCKY JIM,ISBN Not Found
pg_2385.json,Fride &prejudice.,"Austen, Jane",Fride &prejudice.,Austen,8203086489
pg_2370.json,A MARRIAGE OF TRUE MINDS,Daedalus,A MARRIAGE OF TRUE MINDS,Daedalus,0701204362
pg_2374.json,ENDING UP,"Amis, Kingsley",Ending up,Kingsley Amis,9780140124606
pg_2383.json,,Persuasion.,,Persuasion.,ISBN Not Found
pg_0067.json,STUDIES IN MODERN LITERATURE,"Eagleton, Terence",STUDIES IN MODERN LITERATURE,Eagleton,1432546139
pg_2305.json,,"Strachey, Lytton",,Strachey,ISBN Not Found
pg_2318.json,BETWEEN THE ACTS,"Woolf, Virginia",Between the Acts,Virginia Woolf,9780156118705
pg_2331.json,DIARY OF VIRGINIA WOOLF Vol 2,Bloomsbury,DIARY OF VIRGINIA WOOLF Vol 2,Bloomsbury,0701204478
pg_2282.json,BOOKS VII & VIII,Harvard Lo,BOOKS VII & VIII,Harvard Lo,019872098X
pg_2295.json,v. of Toronto,"Rosenbaum, S. P. (ed.)",v. of Toronto,S. P. (ed.),066543216X
pg_2322.json,COLLECTED ESSAYS VOL 3,,COLLECTED ESSAYS VOL 3,,0710812493
pg_2334.json,Bloomsbury,FRESHWATER A Comedy,Bloomsbury,FRESHWATER A Comedy,9781854715623
pg_2297.json,BLOOMSBURY PORTRAITS,Bloomsbury,BLOOMSBURY PORTRAITS,Bloomsbury,0714816280
pg_2311.json,DOWNHILL ALL THE WAY,"Woolf, Leonard",Downhill all the way,Leonard Woolf,0701202513
pg_2324.json,COLLECTED ESSAYS VOL 4,"Woolf, Virginia",COLLECTED ESSAYS VOL 4,Virginia,1329813960
pg_2337.json,JACOB'S ROOM,"Woolf, Virginia",Jacob's Room,Virginia Woolf,8831766694
pg_2275.json,,Harvard Loeb,,Harvard Loeb,ISBN Not Found
pg_2288.json,MINOR POEMS,Harvard Loeb,MINOR POEMS,Harvard Loeb,ISBN Not Found
pg_2314.json,THE JOURNEY NOT THE ARRIVAL MATTERS,"Woolf, Leonard",The journey not the arrival matters,Leonard Woolf,9780156465236
pg_2278.json,BOOKS III I,Harvard Lo,BOOKS III I,Harvard Lo,0757941524
pg_2291.json,(no D.S,Bloomsbury,(no D.S,Bloomsbury,ISBN Not Found
pg_2304.json,LITERARY ESSAYS,"Strachey, Lytton",Literary essays,Giles Lytton Strachey,ISBN Not Found
pg_2317.json,THE WISE VIRGINS,"Woolf, Leonard",The wise virgins,Leonard Woolf,9781903155332
pg_2330.json,The Diary of Virginia Wo,Bloomsbury,The Diary of Virginia Wo,Bloomsbury,ISBN Not Found
pg_2294.json,THROWN TO THE WOOLFS,Bloomsbury,THROWN TO THE WOOLFS,Bloomsbury,9780297775454
pg_2307.json,Copper Fox Farm Books,Holt Rinehart Winston,Copper Fox Farm Books,Holt Rinehart Winston,ISBN Not Found
pg_2333.json,,"Woolf, Virginia",,Virginia,ISBN Not Found
pg_2284.json,DE LINGUA LATINA I,THISISAYELLOWCARDTHISISAYELLOWCARDTHISISAYELLOWCARD,DE LINGUA LATINA I,THISISAYELLOWCARDTHISISAYELLOWCARDTHISISAYELLOWCARD,ISBN Not Found
pg_2336.json,A HAUNTED HOUSE,"Woolf, Virginia","A haunted house, and other short stories",Virginia Woolf,9780156394017
pg_2274.json,,SUETONIUS I,,SUETONIUS I,ISBN Not Found
pg_2287.json,ECLOGUES GEORGICS AENEID,,ECLOGUES GEORGICS AENEID,,ISBN Not Found
pg_2326.json,CONTEMPORARY WRITERS,Virginia Woolf,Contemporary writers,Virginia Woolf,1134886012
pg_2303.json,EMINENT VICTORIANS,"Strachey, Lytton",Eminent Victorians,Giles Lytton Strachey,0594103266
pg_2316.json,,"Woolf, Leonard",,Leonard,ISBN Not Found
pg_2329.json,THE DIARY OF VIRGINIA WOOLF Vol 1,Baker & Taylor,THE DIARY OF VIRGINIA WOOLF Vol 1,Baker & Taylor,ISBN Not Found
pg_2280.json,,Harvard Lo,,Harvard Lo,ISBN Not Found
pg_2293.json,BICOMSBURY,Thames & Hudson,BICOMSBURY,Thames & Hudson,ISBN Not Found
pg_2319.json,,BOOKS & PORTRAITS,,BOOKS & PORTRAITS,ISBN Not Found
pg_2332.json,DIARY OF VIRGINIA WOOLF,Bloomsbury,DIARY OF VIRGINIA WOOLF,Bloomsbury,1783788690
pg_2309.json,BEGGINNING AGAIN,"Woolf, Leonard",BEGGINNING AGAIN,Leonard,ISBN Not Found
pg_2321.json,THE CAPTAIN'S DEATH BED AND OTHER ESSAYS,"Woolf, Virginia","The captain's death bed, and other essays",Virginia Woolf,ISBN Not Found
pg_2335.json,GRANITE AND RAINBOW ESSAYS,"Woolf, Virginia",GRANITE AND RAINBOW ESSAYS,Virginia,ISBN Not Found
pg_2286.json,DE LINGUA LATINA II,Harvard Loeb,DE LINGUA LATINA II,Harvard Loeb,ISBN Not Found
pg_2299.json,,Bloomsbury,,Bloomsbury,ISBN Not Found
pg_2312.json,,Leonard Woolf,,Leonard Woolf,ISBN Not Found
pg_2276.json,BOOKS I & II,Harvard Lo,BOOKS I & II,Harvard Lo,9781652449324
pg_2290.json,OMEGA & AFTER Bloomsbury & the Decorative Arts cloth,Thames & Hudson,OMEGA & AFTER Bloomsbury & the Decorative Arts cloth,Thames & Hudson,ISBN Not Found
pg_2301.json,,ELIZABETH AND ESSEX,,ELIZABETH AND ESSEX,ISBN Not Found
pg_2328.json,THE DEATH OF THE MOTH AND OTHER ESSAYS,"Woolf, Virginia","The Death of the Moth, and Other Essays",Virginia Woolf,9783100925770
pg_2369.json,VIRGINIA WOOLF AND HER WORLD,John Lehmann,Virginia Woolf and her world,"Lehmann, John",0500130515
pg_2368.json,VIRGINIA WOOLF AND HER WORKS,Jean Guiguet,Virginia Woolf and her works,Jean Guiguet,ISBN Not Found
pg_2340.json,THE LETTERS OF VIRGINIA WOOLF Vol 3,BAker & Talyor,THE LETTERS OF VIRGINIA WOOLF Vol 3,BAker & Talyor,ISBN Not Found
pg_2367.json,Univ. of Calif.,"Freedman, Ralph",Univ. of Calif.,Freedman,9780324328417
pg_2341.json,LETTERS OF VIRGINÃA WOOLF VOL4,"Woolf, Virginia",LETTERS OF VIRGINÃA WOOLF VOL4,Virginia,ISBN Not Found
pg_2366.json,A CRITICAL READING,"Fleishman, Avron",A CRITICAL READING,Fleishman,8180430650
pg_2339.json,THE LETTERS OF VIRGINAL WOOLF VOL 2,"Woolf, Virginia",THE LETTERS OF VIRGINAL WOOLF VOL 2,Virginia,ISBN Not Found
pg_2365.json,VIRGINIA WOOLF,"Brewster, Dorothy",Virginia Woolf's London,Dorothy Brewster,9781003315629
pg_2338.json,"The Letters of Virginia Woolf, I",: Harcourt (Harvest,The Letters of Virginia Woolf,: Harcourt (Harvest,9780701125974
pg_2364.json,HER ART,"Bennett, H.S. Joan",HER ART,H.S. Joan,0485121131
pg_2363.json,GINIA: A BIOGRAPHY,Quentin Bell,GINIA: A BIOGRAPHY,Quentin Bell,ISBN Not Found
pg_2362.json,THE YEARS,"Woolf, Virginia",The years,Virginia Woolf,ISBN Not Found
pg_2361.json,A WRITER'S DIARY,"Woolf, Virginia",A writer's diary,Virginia Woolf,9789029557832
pg_2360.json,THE WAVES,"Woolf, Virginia",The Waves,Virginia Woolf,0795310323
pg_2359.json,THE VOYAGE OUT,"Woolf, Virginia",The Voyage Out,Virginia Woolf,9780631177319
pg_2358.json,TO THE LIGHTHOUSE,"Woolf, Virginia",To the Lighthouse,Virginia Woolf,9780192834133
pg_2357.json,TO THE LIGHTHOUSE,"Woolf, Virginia",To the Lighthouse,Virginia Woolf,9780192834133
pg_2356.json,THREE GUINEAS,"Woolf, Virginia",Three guineas,Virginia Woolf,9788426440068
pg_2355.json,THE SECOND COMMON READER,"Woolf, Virginia",The Second Common Reader,Virginia Woolf,9780156198059
pg_2353.json,ROGER FRY: A BIOGRAPHY,"Woolf, Virginia","Roger Fry, a biography",Virginia Woolf,ISBN Not Found
pg_2352.json,THE PARGITERS,"Woolf, Virginia",The Pargiters,Virginia Woolf,0871042681
pg_2351.json,,"Woolf, Virginia",,Virginia,ISBN Not Found
pg_2350.json,,MRS. DALLOWAY,,MRS. DALLOWAY,ISBN Not Found
pg_2349.json,MOMENTS OF BEING,"Woolf, Virginia",Moments of being,Virginia Woolf,0156619172
pg_2347.json,THE MOMENT AND OTHER ESSAYS,"Woolf, Virginia","The moment, and other essays",Virginia Woolf,0701202718
pg_2345.json,Bloomsbur,Harcourt Brace Jovanovich,Bloomsbur,Harcourt Brace Jovanovich,ISBN Not Found
pg_2343.json,LETTERS OF VIRGINIA WOOLF,"Woolf, Virginia",The letters of Virginia Woolf,Virginia Woolf,9780701125974
pg_0295.json,SKELETON KEY OF FINNEGANS WAKE,"Cambell, Joseph/Robinson, Henry Morton",SKELETON KEY OF FINNEGANS WAKE,Not Found,ISBN Not Found
pg_0342.json,,MALCOLM LOWRY,,MALCOLM LOWRY,ISBN Not Found
pg_2036.json,DETACHMENT & THE ART OF WRITING OF HISTORY,Cornell University,DETACHMENT & THE ART OF WRITING OF HISTORY,Cornell University,0812976169
pg_2083.json,Xenophon III,Anabasis I-KII,Xenophon III,Anabasis I-KII,ISBN Not Found
pg_0604.json,MONUMENTS OF CIVILIZATION ANCIENT CAMBODIA,Mazzeo & Antonini,MONUMENTS OF CIVILIZATION ANCIENT CAMBODIA,Mazzeo & Antonini,ISBN Not Found
pg_0651.json,AMERICAN INDIAN ART,,AMERICAN INDIAN ART,,0307240320
pg_0698.json,The book of life of the ancient mexicams (facsimile),Boone and Nuttall,The book of life of the ancient mexicams (facsimile),Boone and Nuttall,ISBN Not Found
pg_0745.json,Am.,Collected by Aubyn Kendall,Am.,Collected by Aubyn Kendall,1588276635
pg_0793.json,PRE COLUMBIAN MAN IN COSTA RICE,Peabody Museum Prs,PRE COLUMBIAN MAN IN COSTA RICE,Peabody Museum Prs,ISBN Not Found
pg_0239.json,Albert Schweitzer,J.S. BACH,Albert Schweitzer,J.S. BACH,1432615432
pg_0286.json,THE PERENNIAL PHILOSOPHY,Harper & Row,THE PERENNIAL PHILOSOPHY,Harper & Row,9781879557291
pg_0333.json,LOVERS,Penguin,Restless Lovers,Penguin Books Staff,9780451017680
pg_0380.json,Signet NAL,"Orwell, George",Signet NAL,Orwell,ISBN Not Found
pg_2027.json,Mentor NAL,Morton White,Mentor NAL,Morton White,ISBN Not Found
pg_2074.json,AGE OF THE DEMOCRATIC REVOLUTIONS I,"Palmer, R.R.",AGE OF THE DEMOCRATIC REVOLUTIONS I,Palmer,ISBN Not Found
pg_0194.json,see invoice,Edited by Morris Bishop,see invoice,Edited by Morris Bishop,ISBN Not Found
pg_0642.json,THE HISTORY OF THE FIVE INDIAN NATIONS,Cornell University,THE HISTORY OF THE FIVE INDIAN NATIONS,Cornell University,0665332505
pg_0689.json,Univ. of Oklahoma,George F. Andrews,Univ. of Oklahoma,George F. Andrews,9780805306989
pg_0736.json,Peabody,BARTON RAMIE,Peabody,BARTON RAMIE,9781417914883
pg_0782.json,Univ. of Oklahoma,Ronald Spores,Univ. of Oklahoma,Ronald Spores,9780805306989
pg_0230.json,University of California,Art Hodes & Chadwick Hansen-,University of California,Art Hodes & Chadwick Hansen-,0342405101
pg_0277.json,AFTER MANY A SUMMER DIES THE SWAN,Harper-Perennial,AFTER MANY A SUMMER DIES THE SWAN,Harper-Perennial,9781461741350
pg_0323.json,THE LATER D. H. LAWRENCE,"Lawrence, D.H.",The later D. H. Lawrence,David Herbert Lawrence,0394432606
pg_0370.json,IN A FREE STATE,"Naipaul, V.S.",In a Free State,V. S. Naipaul,1340578581
pg_2018.json,PHENOMENOLOGY AND EXISTENTIALISM,"Lee, Edward N. & Mandelbaum, M, ed",Phenomenology and existentialism,Edward N. Lee,1421434407
pg_2065.json,THE WORLD IN DEPRESSION 1929-39,"Kindleberger, Charles",THE WORLD IN DEPRESSION 1929-39,Kindleberger,ISBN Not Found
pg_0633.json,Ethnohistory & Rock Art,"Meighan, C. et al",Ethnohistory & Rock Art,C. et al,0292776047
pg_0680.json,TALES OF THE NORTH AMERICAN INDIANS,"Thompson, Stith ed",TALES OF THE NORTH AMERICAN INDIANS,Thompson,0344351610
pg_0727.json,Simon Schuster,"Emmerich, Andre",Simon Schuster,Emmerich,9780138138004
pg_0774.json,Univ. of Oklahoma,"Robicsek, Francis",Univ. of Oklahoma,Robicsek,9780805306989
pg_0221.json,,Columbia,,Columbia,ISBN Not Found
pg_0268.json,TESS OF THE D'URBERVILLES,Martins,TESS OF THE D'URBERVILLES,Martins,9780333179093
pg_0362.json,THE THORN BIRDS,"MC Cullough, Colleen",The Thorn Birds,Colleen McCullough,9780060837556
pg_2009.json,Mentor NAL,Stuart Hampshire (ed.,Mentor NAL,Stuart Hampshire (ed.,ISBN Not Found
pg_2056.json,scism,"Forman, James D.",scism,James D.,ISBN Not Found
pg_0624.json,PRIMITIVE ART,"Wingert, Paul",Primitive art,Paul S. Wingert,9780486473307
pg_0670.json,le Stuart,"Morgan, Lewis Henry",le Stuart,Lewis Henry,ISBN Not Found
pg_0765.json,TTALL,Zelia Nuttall ed.,TTALL,Zelia Nuttall ed.,ISBN Not Found
pg_0212.json,THE CAPRA CHAPBOOK ANTHOLOGY,,THE CAPRA CHAPBOOK ANTHOLOGY,,ISBN Not Found
pg_0259.json,FAR FROM THE MADDING CROWD,"Hardy, Thomas",Far From the Madding Crowd,Thomas Hardy,0330241907
pg_0306.json,IN THE VERNACULAR,Peter Smith,IN THE VERNACULAR,Peter Smith,1138286818
pg_0353.json,COLLECTED SHORT STORIES 4,"Maugham, W. Somerset","Collected Short Stories, Vol. 4",W. Somerset Maugham,9780140018745
pg_2047.json,EUROPEAN WORLD 1870,"Derry, TH",EUROPEAN WORLD 1870,Derry,9780713502527
pg_0615.json,CIVILIZATIONS OF THE INDUS VALLEY & BEYOND 2,McGraw Hill,CIVILIZATIONS OF THE INDUS VALLEY & BEYOND 2,McGraw Hill,9780353328501
pg_0662.json,NAVAHO WITCHCRAFT,"Kluckhohn, Cylde",NAVAHO WITCHCRAFT,Kluckhohn,9780807046975
pg_0756.json,Archaeology,doza,Archaeology,doza,9780900197550
pg_0203.json,THE PUSHCART PRIZE V Best of the Small Presses paper,"Henderson, Bill",THE PUSHCART PRIZE V Best of the Small Presses paper,Henderson,ISBN Not Found
pg_0297.json,JAMES JOYCE & THE MAKING OF ULYSSES,"Budgen, Frank",James Joyce and the making of Ulysses,Frank Budgen,ISBN Not Found
pg_0344.json,,"Lowry, Marjorie",,Marjorie,ISBN Not Found
pg_0391.json,THE ORWELL READER,,THE ORWELL READER,,0156701766
pg_2038.json,THE HISTORIAN'S CRAFT,"Bloch, Marc",The historian's craft,Marc Bloch,ISBN Not Found
pg_2085.json,CYROPAEDIA I,Harvard Lo,CYROPAEDIA I,Harvard Lo,ISBN Not Found
pg_0606.json,THE GREAT CHINESE TRAVELERS,"Mirsky, Jeannette, ed",THE GREAT CHINESE TRAVELERS,Jeannette,ISBN Not Found
pg_0653.json,US - Indians,of Oklahoma,US - Indians,of Oklahoma,ISBN Not Found
pg_0700.json,Times Newspapers Limited,"Bray, Warwick",Times Newspapers Limited,Warwick,ISBN Not Found
pg_0747.json,Friar Diego de Landa,,Friar Diego de Landa,,ISBN Not Found
pg_0794.json,Univ. of Oklahoma,Eric Thompson,Univ. of Oklahoma,Eric Thompson,9780805306989
pg_0241.json,VOL II,Albert Schweitzer.,VOL II,Albert Schweitzer.,1596498765
pg_0288.json,POINT COUNTER POINT,Harper-Perennial,POINT COUNTER POINT,Harper-Perennial,9780060121051
pg_0335.json,THE ART OF D.H. LAWRENCE,"Sagar, Keith",The Art of D. H. Lawrence,Keith Sagar,9780521093873
pg_0381.json,BURMESE DAYS,"Orwell, George",Burmese Days,George Orwell,2851841513
pg_2029.json,Littlefield Adams,"Albrecht-Carrie, Rene","Europe After Eighteen Fifteen (Littlefield, Adams quality paperback)",René Albrecht-Carrié,0822600439
pg_2076.json,DISCOVERY Developing Views of the Earth,"Parker, John",Discovery Developing Views of the Earth,John Parker,0880294604
pg_0197.json,THE PUSHCART PRIZE II,"Henderson, Bill","The Pushcart prize, II",Bill Henderson,ISBN Not Found
pg_0644.json,IN A SAC11 NER W LIVE,lentheryne,IN A SAC11 NER W LIVE,lentheryne,ISBN Not Found
pg_0785.json,"INCIDENTS OF TRAVEL IN CENTRAL AMERICA,",CHIAPAS & YUCATAN Vol. I,INCIDENTS OF TRAVEL IN CENTRAL AMERICA,CHIAPAS & YUCATAN Vol. I,1560982101
pg_0279.json,Harper-Perennial,"Huxley, Aldous",Harper-Perennial,Huxley,0007205007
pg_0327.json,,PHOENIX II,,PHOENIX II,ISBN Not Found
pg_0373.json,Little Brown,Lee Bogigian,Little Brown,Lee Bogigian,9780321067685
pg_2020.json,THE ESSENTIAL WORKS OF MARXISM,"Mendel, Arthur P., ed",THE ESSENTIAL WORKS OF MARXISM,Arthur P.,ISBN Not Found
pg_2067.json,SAILING SHIPS,Bjorn Landstrom,Sailing ships,Björn Landström,9780238789540
pg_0635.json,"ANCIENT HUINS OF THE SOUTHWEST
Archaeological Guide","Press
B.","ANCIENT HUINS OF THE SOUTHWEST
Archaeological Guide","Press
B.",ISBN Not Found
pg_0729.json,DESIGNS FROM THE COLUMBIAN MEXICO,"Enciso, Jorge",DESIGNS FROM THE COLUMBIAN MEXICO,Enciso,ISBN Not Found
pg_0776.json,LIFE OF THE INCAS IN ANCIENT PERU,"Rome, Jesus and Lucienne",Life of the Incas in Ancient Peru.,ROME. JESUS AND LUCIENNE,ISBN Not Found
pg_0270.json,TRUMPET MAJOR,ST. Martins,TRUMPET MAJOR,ST. Martins,9780543896803
pg_0317.json,AARON'S ROD,"Lawrence, DH",Aaron's Rod,David Herbert Lawrence,1556855923
pg_0364.json,A FAIRLY HONOURABLE DEFEAT,"Murdoch, Iris",A fairly honourable defeat,Iris Murdoch,0670305332
pg_2011.json,WORLDLY PHILOSOPHERS,Simon & Schuster,WORLDLY PHILOSOPHERS,Simon & Schuster,068486214X
pg_2058.json,SOCIALISM,"Forman, James D.",Socialism,James D. Forman,8476726864
pg_0626.json,HISTORY & PREHISTORY AT GRASS,Institute of Arch.,HISTORY & PREHISTORY AT GRASS,Institute of Arch.,9788804549185
pg_0673.json,v. of,"Powers, Stephen",v. of,Stephen,9781728954752
pg_0720.json,pre-columb.,"Davies, Nigel",pre-columb.,Davies,ISBN Not Found
pg_0767.json,ART OF MAYA HIEROGLYPHIC WRITING,Graham Intro.,ART OF MAYA HIEROGLYPHIC WRITING,Graham Intro.,9780873659987
pg_0261.json,Jude the obscure.,"Hardy, Thomas",Jude the Obscure,Thomas Hardy,9781980549284
pg_0308.json,A SELECTION OF HIS STORIES & POEMS (2 vols),"Kipling, Rudyard",A SELECTION OF HIS STORIES & POEMS (2 vols),Rudyard,ISBN Not Found
pg_0356.json,THE NARROW CORNER,"Maugham, Somerset",The Narrow Corner,W. Somerset Maugham,9780140018592
pg_2002.json,THE RATIONALISTS,Descartes/Spinoza/Leibniz,The Rationalists,René Descartes,9780434140985
pg_2049.json,"THE GLORIOUS AGE OF EXPLORATION
Encyclopedia of Dics.",,"THE GLORIOUS AGE OF EXPLORATION
Encyclopedia of Dics.",,ISBN Not Found
pg_0617.json,THE CAVE ARTISTS,"Sieveking, Ann",The cave artists,Ann Sieveking,9780500020920
pg_0664.json,Last of His Tribe,anthropology,Last of His Tribe,anthropology,0553205080
pg_0711.json,lahoma,"Carmack, Robert",lahoma,Carmack,1404312757
pg_0205.json,NOVELS & NOVELISTS Guide to The World of Fiction,"Seymour-Smith, Martin",Novels and Novelists,Martin Seymour-Smith,9780405078255
pg_0252.json,THE AMERICAN SONGBAG,Carl Sandburg,The American Songbag,Carl Sandburg,9781417938308
pg_0346.json,THE SHORT STORIES OF Katherine Mans,"Mansfield, Katherine",THE SHORT STORIES OF Katherine Mans,Mansfield,ISBN Not Found
pg_0393.json,THE ILLUSTRATED PEPYS,"Pepys, Samuel",The illustrated Pepys,Samuel Pepys,9780713517507
pg_2040.json,Historio,Fren,Historio,Fren,ISBN Not Found
pg_0608.json,ANCIENT CHINA ARt & Archadology,"Rawson, Jessica","Ancient China, art and archaeology",Jessica Rawson,0714114146
pg_0655.json,THE CALIFORNIA INDIANS,"Heizer, R.F.",The California Indians,"Heizer, R.F. ; Whipple, M.A.",0486233685
pg_0749.json,"THE BROKEN SPEARS: THE AZTEC ACCOUNT OF THE
CONQUEST OF MEXICO","Leon-Portilla, Miguel","THE BROKEN SPEARS: THE AZTEC ACCOUNT OF THE
CONQUEST OF MEXICO",Leon-Portilla,ISBN Not Found
pg_0796.json,MAYA ARCHEAOLOGIST,autobio/arch,MAYA ARCHEAOLOGIST,autobio/arch,ISBN Not Found
pg_0243.json,BEETHOVEN AND HIS NEPHEW,"Schocken,",BEETHOVEN AND HIS NEPHEW,Schocken,9780234774083
pg_0290.json,SELECTED ESSAYS FROM THE RA,"MBLER, ETC",SELECTED ESSAYS FROM THE RA,MBLER,ISBN Not Found
pg_0337.json,THE WORLD OF LAWRENCE A Passionate Appreciation 15,"Miller, Henry",THE WORLD OF LAWRENCE A Passionate Appreciation 15,Miller,ISBN Not Found
pg_0384.json,COMING UP FOR AIR,"Orwell, George",Coming Up for Air,George Orwell,1595404813
pg_2031.json,Univ. of,,Univ. of,,0030526094
pg_2078.json,,Harmony Books,,Harmony Books,ISBN Not Found
pg_0199.json,PRIZE III,PUSHCART,PRIZE III,PUSHCART,9780380430598
pg_0646.json,Indiens,Anthropology Am.,Indiens,Anthropology Am.,0709942095
pg_0740.json,Hay et al,,Hay et al,,ISBN Not Found
pg_0786.json,Vol. II,CHIAPAS & YUCATAN,Vol. II,CHIAPAS & YUCATAN,1596498765
pg_0234.json,,H.L. MENCKEN ON MUSIC,,H.L. MENCKEN ON MUSIC,ISBN Not Found
pg_0281.json,Harper-Perennial,"Huxley, A.",Harper-Perennial,Huxley,0007205007
pg_0328.json,THE PLUMED SERPENT,"Lawrence, D.H.",The plumed serpent,David Herbert Lawrence,0140188126
pg_0375.json,INDIA A Wounded Civilization,"Naipaul, V.S.",India a Wounded Civilization,V. S. Naipaul,0140048316
pg_2022.json,EXISTENTIALIST THINKERS & THOUGHT,phil. GENERAL,EXISTENTIALIST THINKERS & THOUGHT,phil. GENERAL,0710046111
pg_2069.json,EUROPEAN,Pelican,EUROPEAN,Pelican,1846372917
pg_0190.json,LITTLE TREASURY OF LOVE POEMS,"Wilkins, Cary",A Little treasury of love poems,Cary Wilkins,0517320991
pg_0637.json,PASSIONATE AMATEUR'S GUIDE TO ARCHAEOLOGY IN THE U,"Wilson, Josleen",PASSIONATE AMATEUR'S GUIDE TO ARCHAEOLOGY IN THE U,Josleen,ISBN Not Found
pg_0684.json,PUEBLO GODS & MYTHS,of Oklahoma,PUEBLO GODS & MYTHS,of Oklahoma,9780806111124
pg_0731.json,v. of Oklahoma,"W* Ferguson & Royce, b",v. of Oklahoma,W* Ferguson & Royce,9781015335059
pg_0778.json,Univ. of Oklahoma,F. Scholes & R. Roys,Univ. of Oklahoma,F. Scholes & R. Roys,9780805306989
pg_0226.json,,"Guthrie, Woody",,Guthrie,ISBN Not Found
pg_0272.json,WESSEX TALES,ST Martins Press,WESSEX TALES,ST Martins Press,9781434647498
pg_0320.json,COMPLETE SHORT STORIES II,"Lawrence, D.H.",COMPLETE SHORT STORIES II,Lawrence,ISBN Not Found
pg_0366.json,THE NICE AND THE GOOD,"Murdoch, Iris",The nice and the good,Iris Murdoch,0670003271
pg_2060.json,of Chicago,Daedalus,of Chicago,Daedalus,ISBN Not Found
pg_0628.json,DESIGNS ON PREHISTORIC HOPI POTTERY,"Fewkes, Jesse W.",DESIGNS ON PREHISTORIC HOPI POTTERY,Jesse W.,0486229599
pg_0675.json,THE INDIAN HISTORY OF THE MODOC WAR,"Riddle, Jeff",The Indian history of the Modoc War,Jeff C. Riddle,9780913522035
pg_0723.json,Peabody Museum Monographs #236,VIRACOCHA,"Lubaantun, A Classic Maya Realm (Peabody Museum monograph No. 2)",Norman Hammond,0873659015
pg_0769.json,lahoma,"Proskouriakoff, Tania",lahoma,Proskouriakoff,1404312757
pg_0216.json,ELIZABETHAN MUSIC AND MUSICAL CRITICISM,Daedalus,ELIZABETHAN MUSIC AND MUSICAL CRITICISM,Daedalus,1512814652
pg_0263.json,A LAODICEAN,St Martins Press,A LAODICEAN,St Martins Press,0140435069
pg_0310.json,SHORT STORIES II,"Kipling, Rudyard",SHORT STORIES II,Rudyard,0091540305
pg_0357.json,THE PAINTED VEIL,"Maugham, Somerset",The Painted Veil,W. Somerset Maugham,040507820X
pg_2004.json,and Mill,"Duncan, G.",and Mill,Duncan,0405046995
pg_0619.json,THE BEGINNINGS OF ART,Philip Van Doren Stern,The beginnings of art,Philip Van Doren Stern,ISBN Not Found
pg_0666.json,Pictorial HISTORY OF THE AMERICAN INDIAN,Bonanza,Pictorial HISTORY OF THE AMERICAN INDIAN,Bonanza,9780517514764
pg_0713.json,. of Oklahoma,"Caso, Alfonso",. of Oklahoma,Alfonso,ISBN Not Found
pg_0761.json,Compiled by Curt Muser,Columbian,Compiled by Curt Muser,Columbian,ISBN Not Found
pg_0207.json,Edited by,Stephanie Spinner,Edited by,Stephanie Spinner,0941308057
pg_0254.json,,"SHE, KING SOLOMON'S MINES, ALLAN QUATERMAIN",,KING SOLOMON'S MINES,ISBN Not Found
pg_0301.json,,Lippencott,,Lippencott,ISBN Not Found
pg_0348.json,THE BRITISH AGENT,Penguin,THE BRITISH AGENT,Penguin,113698996X
pg_0395.json,COLLECTED STORIES,"Pritchett, V.S.",COLLECTED STORIES.,V.S. PRITCHETT,0140187162
pg_2042.json,IN THE AGE OF PHILIP II Vol. 2,"Braudel, Fernend",IN THE AGE OF PHILIP II Vol. 2,Fernend,9780060905675
pg_2089.json,THE TWELVE CAESARS,Penguin,THE TWELVE CAESARS,Penguin,9780879280956
pg_0657.json,WAYS OF MY GRANDMOTHERS,"Hungry Wolf, Beverly",The ways of my grandmothers,Beverly Hungry Wolf,0688036651
pg_0704.json,EMPIRE OF THE INCA,of Oklahoma,EMPIRE OF THE INCA,of Oklahoma,ISBN Not Found
pg_0751.json,RD COLUMBIAN DESINGS FROM NAMA,"Lothrop, Samuel",RD COLUMBIAN DESINGS FROM NAMA,Lothrop,ISBN Not Found
pg_0798.json,MAYA HISTORY & RELIGION,Oklahoma,MAYA HISTORY & RELIGION,Oklahoma,0292751036
pg_0292.json,SAMUEL JOHNSON BIOGRAPHY,"Wain, John",Samuel Johnson a Biography,"Wain, John.",9789991412245
pg_0339.json,THE MEMOIRS OF A SURVIVOR,"Lessing, Doris",The Memoirs of a Survivor,Doris Lessing,0007455526
pg_0387.json,HOMAGE TO CATALONIA,"Orwell, George",Homage to Catalonia,George Orwell,9782382260210
pg_0601.json,ANCIENT CHINA,"Hay, John",Ancient China,"Hay, John",1410215237
pg_0648.json,Macmillan,"Embree, Edwin R.",Macmillan,Edwin R.,ISBN Not Found
pg_0695.json,THE OLMEC WORLD,"Bernal, Ignacio",The Olmec world,Ignacio Bernal,9780810963115
